path,name,label
datasets/lfw_funneled/AJ_Cook/AJ_Cook_0001.jpg,AJ_Cook,1
datasets/lfw_funneled/AJ_Lamas/AJ_Lamas_0001.jpg,AJ_Lamas,2
datasets/lfw_funneled/Aaron_Eckhart/Aaron_Eckhart_0001.jpg,Aaron_Eckhart,3
datasets/lfw_funneled/Aaron_Guiel/Aaron_Guiel_0001.jpg,Aaron_Guiel,4
datasets/lfw_funneled/Aaron_Patterson/Aaron_Patterson_0001.jpg,Aaron_Patterson,5
datasets/lfw_funneled/Aaron_Peirsol/Aaron_Peirsol_0001.jpg,Aaron_Peirsol,6
datasets/lfw_funneled/Aaron_Peirsol/Aaron_Peirsol_0002.jpg,Aaron_Peirsol,6
datasets/lfw_funneled/Aaron_Peirsol/Aaron_Peirsol_0003.jpg,Aaron_Peirsol,6
datasets/lfw_funneled/Aaron_Peirsol/Aaron_Peirsol_0004.jpg,Aaron_Peirsol,6
datasets/lfw_funneled/Aaron_Pena/Aaron_Pena_0001.jpg,Aaron_Pena,7
datasets/lfw_funneled/Aaron_Sorkin/Aaron_Sorkin_0001.jpg,Aaron_Sorkin,8
datasets/lfw_funneled/Aaron_Sorkin/Aaron_Sorkin_0002.jpg,Aaron_Sorkin,8
datasets/lfw_funneled/Aaron_Tippin/Aaron_Tippin_0001.jpg,Aaron_Tippin,9
datasets/lfw_funneled/Abba_Eban/Abba_Eban_0001.jpg,Abba_Eban,10
datasets/lfw_funneled/Abbas_Kiarostami/Abbas_Kiarostami_0001.jpg,Abbas_Kiarostami,11
datasets/lfw_funneled/Abdel_Aziz_Al-Hakim/Abdel_Aziz_Al-Hakim_0001.jpg,Abdel_Aziz_Al-Hakim,12
datasets/lfw_funneled/Abdel_Madi_Shabneh/Abdel_Madi_Shabneh_0001.jpg,Abdel_Madi_Shabneh,13
datasets/lfw_funneled/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0001.jpg,Abdel_Nasser_Assidi,14
datasets/lfw_funneled/Abdel_Nasser_Assidi/Abdel_Nasser_Assidi_0002.jpg,Abdel_Nasser_Assidi,14
datasets/lfw_funneled/Abdoulaye_Wade/Abdoulaye_Wade_0001.jpg,Abdoulaye_Wade,15
datasets/lfw_funneled/Abdoulaye_Wade/Abdoulaye_Wade_0002.jpg,Abdoulaye_Wade,15
datasets/lfw_funneled/Abdoulaye_Wade/Abdoulaye_Wade_0003.jpg,Abdoulaye_Wade,15
datasets/lfw_funneled/Abdoulaye_Wade/Abdoulaye_Wade_0004.jpg,Abdoulaye_Wade,15
datasets/lfw_funneled/Abdul_Majeed_Shobokshi/Abdul_Majeed_Shobokshi_0001.jpg,Abdul_Majeed_Shobokshi,16
datasets/lfw_funneled/Abdul_Rahman/Abdul_Rahman_0001.jpg,Abdul_Rahman,17
datasets/lfw_funneled/Abdulaziz_Kamilov/Abdulaziz_Kamilov_0001.jpg,Abdulaziz_Kamilov,18
datasets/lfw_funneled/Abdullah/Abdullah_0001.jpg,Abdullah,19
datasets/lfw_funneled/Abdullah/Abdullah_0002.jpg,Abdullah,19
datasets/lfw_funneled/Abdullah/Abdullah_0003.jpg,Abdullah,19
datasets/lfw_funneled/Abdullah/Abdullah_0004.jpg,Abdullah,19
datasets/lfw_funneled/Abdullah_Ahmad_Badawi/Abdullah_Ahmad_Badawi_0001.jpg,Abdullah_Ahmad_Badawi,20
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0001.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0002.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0003.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0004.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0005.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0006.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0007.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0008.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0009.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0010.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0011.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0012.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0013.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0014.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0015.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0016.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0017.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0018.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Gul/Abdullah_Gul_0019.jpg,Abdullah_Gul,21
datasets/lfw_funneled/Abdullah_Nasseef/Abdullah_Nasseef_0001.jpg,Abdullah_Nasseef,22
datasets/lfw_funneled/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0001.jpg,Abdullah_al-Attiyah,23
datasets/lfw_funneled/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0002.jpg,Abdullah_al-Attiyah,23
datasets/lfw_funneled/Abdullah_al-Attiyah/Abdullah_al-Attiyah_0003.jpg,Abdullah_al-Attiyah,23
datasets/lfw_funneled/Abdullatif_Sener/Abdullatif_Sener_0001.jpg,Abdullatif_Sener,24
datasets/lfw_funneled/Abdullatif_Sener/Abdullatif_Sener_0002.jpg,Abdullatif_Sener,24
datasets/lfw_funneled/Abel_Aguilar/Abel_Aguilar_0001.jpg,Abel_Aguilar,25
datasets/lfw_funneled/Abel_Pacheco/Abel_Pacheco_0001.jpg,Abel_Pacheco,26
datasets/lfw_funneled/Abel_Pacheco/Abel_Pacheco_0002.jpg,Abel_Pacheco,26
